Año,Semana,Día,AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS
2021,52,7,14,60,183,2,0,55,200,44,1,12,49,2,17,32,48,11,5,4,47,13,24,28,82,22,17,48,5,41,2,12,11,22
2021,53,1,33,83,187,9,3,94,504,87,9,17,147,32,30,75,78,6,7,3,82,29,22,12,182,91,38,63,4,38,5,11,17,14
2021,53,2,231,495,728,23,10,444,2126,249,25,84,544,50,66,244,703,38,68,41,372,66,74,105,366,255,79,211,94,157,13,65,151,83
2021,53,3,164,461,776,22,13,537,2729,292,15,85,644,52,93,260,873,44,41,44,488,62,81,120,505,357,110,230,115,194,22,55,221,126
2021,53,4,163,510,1065,26,19,696,3201,379,20,97,545,57,135,284,1019,45,87,49,597,91,101,176,557,409,152,278,114,275,20,68,271,121
2021,53,5,161,504,1005,26,24,675,3602,414,36,134,592,56,123,358,1002,42,111,66,633,87,114,194,668,563,216,288,143,377,25,79,294,168
2021,53,6,141,469,871,14,23,587,2849,308,59,115,481,70,118,348,891,44,77,65,574,107,87,151,670,533,257,257,152,351,12,104,295,217
2022,53,7,38,119,324,15,5,114,976,112,24,31,109,19,31,151,195,16,23,30,195,58,51,65,397,181,64,71,34,159,9,38,55,48
2022,54,1,78,179,425,32,14,177,1630,161,49,52,270,55,74,201,299,30,35,55,201,80,73,85,520,285,127,184,60,185,17,78,87,70
2022,54,2,404,936,1510,95,34,1185,6197,629,125,321,889,151,241,903,1934,149,214,201,1146,212,238,502,892,1281,627,568,493,671,51,299,713,488
2022,54,3,452,1243,1755,109,89,1530,8834,837,234,444,1271,257,416,1188,2476,157,193,275,1517,344,328,579,1303,1683,810,761,502,819,93,357,844,630
2022,54,4,510,1557,1665,124,153,1804,10962,1099,213,489,1552,318,469,1515,2830,231,224,378,1957,421,340,757,1439,2312,1062,917,639,987,93,437,933,759
2022,54,5,583,1666,1823,117,205,1841,10965,1242,273,593,1701,368,445,1761,3388,232,256,487,2355,454,369,842,1460,2746,1192,950,844,1161,151,506,939,805
2022,54,6,504,1793,2080,138,235,1951,11712,1273,262,634,1808,412,542,1939,3679,285,286,467,2729,476,450,939,1266,3461,1294,1166,830,1432,128,653,1063,796
2022,54,7,161,609,837,85,158,571,6049,681,69,247,1111,235,243,794,1194,182,160,244,1130,362,245,252,920,2460,528,490,726,577,65,339,343,613
2022,55,1,116,404,596,101,133,413,5233,705,235,245,908,315,286,747,927,141,170,238,1093,234,239,406,989,1335,378,511,310,547,57,363,310,380
2022,55,2,683,2262,2172,158,376,2331,15738,2053,515,1084,2801,650,756,3356,5678,611,589,918,5206,772,732,1249,1634,4725,1782,1694,2035,2355,202,1084,1554,1248
2022,55,3,860,2761,1985,259,349,2119,16805,2249,643,1080,2842,846,903,3345,6704,674,672,887,4872,742,834,1299,1678,4023,2024,1836,2291,2157,234,1132,1478,1317
2022,55,4,801,3065,1657,273,431,1934,17807,2248,632,1044,3264,1077,1011,3826,7147,779,632,901,5146,890,945,1394,1590,4168,2164,1899,2483,2142,266,1196,1663,1209
2022,55,5,706,2699,1659,245,422,2051,16693,2268,677,904,3270,942,1014,4265,7117,869,760,1092,4896,1042,936,1630,1700,3929,2251,1897,2402,2335,253,1240,1526,1288
2022,55,6,856,2668,1473,340,482,2180,16920,2313,625,1043,2932,938,940,4037,7214,795,730,1027,4890,908,888,1605,1237,3947,2109,1580,2725,1989,230,1345,1346,1160
2022,55,7,190,675,597,143,506,556,8165,1124,277,300,958,462,473,1245,1757,327,424,461,1913,546,492,849,754,2583,1101,660,1361,872,128,775,357,446
2022,56,1,171,471,346,125,347,365,5624,668,438,170,740,557,461,1255,1500,461,600,318,1467,421,490,623,449,1703,992,747,587,543,87,615,236,304
2022,56,2,1522,2749,1619,291,712,2443,17001,2283,786,1026,2959,1103,1251,4419,8040,983,670,1263,6496,1188,1192,2224,1125,3166,2327,1767,3405,2020,365,1679,1913,1315
2022,56,3,1326,1887,1266,291,540,2171,16180,2241,791,823,2938,961,1136,3914,7444,949,631,1101,6047,1260,1235,2460,1133,3096,1903,1630,3062,1931,440,1622,1616,1280
2022,56,4,1008,1549,1083,306,484,1808,16924,2123,877,776,2961,836,1034,3369,6454,731,644,1117,5725,1301,1203,2283,1209,2752,1785,1529,2914,1592,456,1791,1428,1063
2022,56,5,1136,1318,1028,382,830,1643,15515,1869,824,699,2672,826,880,3174,6027,749,593,1082,4793,1204,1247,2261,773,2772,1447,1542,2106,1492,483,1780,1516,1079
2022,56,6,802,1159,912,343,501,1800,14490,1524,637,426,2423,688,868,2784,5563,607,673,870,3473,1190,1280,1641,654,2734,1422,1557,1841,1082,447,1284,1381,937
2022,56,7,96,354,475,103,478,456,7069,640,315,121,972,345,489,1093,1810,271,468,456,1356,621,596,494,406,1642,738,744,619,555,165,789,247,308
2022,57,1,130,230,219,142,319,666,4346,509,409,112,1004,283,634,884,1309,196,287,358,911,524,609,394,238,1176,574,491,342,366,159,787,235,178
2022,57,2,988,1091,1015,373,748,2022,13446,1608,974,622,3171,767,1007,3244,5814,693,668,864,4812,1507,1511,1618,540,2252,1521,1733,1703,1314,580,1947,1390,795
2022,57,3,952,861,763,412,811,1638,11016,1341,824,371,2537,773,848,2337,4341,613,638,719,3932,1375,1423,1431,447,1916,1143,1337,1488,1149,551,1689,1069,633
2022,57,4,762,595,631,369,604,1426,10651,1095,883,305,2383,633,766,2054,3769,578,524,653,3186,1428,1371,1342,378,1923,1068,1173,1164,989,550,1738,1030,552
2022,57,5,882,544,672,307,607,1317,8900,901,756,257,2148,704,893,2003,3483,500,640,637,2518,1058,1359,1232,351,1462,969,1072,1013,966,490,1718,713,458
2022,57,6,654,460,633,251,583,1167,8229,698,637,290,1653,526,719,1703,3468,463,445,542,2087,1077,1194,1088,261,1187,904,964,954,725,458,1442,771,365
2022,57,7,156,174,257,124,352,223,4049,327,288,109,1388,295,354,668,1153,197,491,259,896,606,633,336,159,652,471,421,261,299,128,600,161,172
2022,58,1,103,150,164,138,469,256,2563,254,388,58,850,264,339,622,1032,138,231,207,862,389,453,230,122,270,307,337,120,201,152,539,117,114
2022,58,2,833,589,719,339,488,1189,6873,600,711,271,1526,560,968,2030,3879,617,562,540,2609,1124,1198,1098,223,1089,956,1067,808,882,540,1560,686,376
2022,58,3,558,358,435,289,448,909,5980,447,618,190,1698,516,680,1338,2588,415,229,459,1692,921,1172,875,165,809,690,871,584,663,454,1643,510,309
2022,58,4,407,266,408,265,449,828,5387,467,540,153,1499,451,671,1244,2366,414,316,391,1441,874,1124,775,150,855,665,778,551,546,355,1524,499,261
2022,58,5,467,297,381,285,473,515,5196,272,477,107,1107,398,517,1152,2220,340,276,337,1050,776,983,647,136,606,585,608,479,425,348,1259,395,232
2022,58,6,377,262,345,178,530,530,4709,231,374,135,793,357,481,985,2086,302,361,269,666,658,963,530,99,496,436,548,403,276,282,989,354,155
2022,58,7,69,69,149,51,341,172,2216,85,182,59,621,149,247,371,724,123,234,133,327,374,438,139,60,258,180,230,81,222,93,426,63,51
2022,59,1,48,88,89,63,295,108,1466,80,155,31,393,116,261,332,535,89,200,110,202,232,351,136,30,105,103,181,49,109,151,362,56,67
2022,59,2,171,92,129,125,284,247,1616,84,298,41,623,184,365,584,926,179,155,152,315,410,539,202,56,230,165,242,150,220,206,620,49,27
2022,59,3,419,248,366,188,439,497,4191,229,398,86,1344,311,476,882,1932,407,332,363,763,700,979,570,69,438,446,589,243,308,392,973,302,151
2022,59,4,282,193,292,141,291,316,3077,206,273,69,796,228,385,559,1371,288,142,259,647,595,876,395,71,317,390,457,227,266,309,919,208,98
2022,59,5,274,173,268,128,366,265,2795,189,244,65,629,195,369,457,1274,308,160,209,547,599,799,423,61,355,299,363,221,270,247,852,185,102
2022,59,6,244,151,252,95,274,366,2726,127,163,62,440,149,397,613,1137,230,204,200,506,475,693,327,49,301,218,285,206,238,250,834,180,99
2022,59,7,46,80,83,48,202,144,1170,34,71,24,504,82,215,264,423,102,143,98,209,257,311,94,29,184,115,134,53,90,104,397,112,43
2022,60,1,20,69,68,34,232,84,778,27,130,13,682,59,187,307,323,66,83,63,115,187,248,78,21,78,257,102,29,70,93,274,62,59
2022,60,2,266,178,261,147,253,355,2409,117,188,43,927,144,434,762,1338,286,222,229,449,442,661,328,55,303,425,359,164,255,325,831,148,77
2022,60,3,239,112,231,77,408,328,2059,87,169,44,957,132,288,333,862,206,117,158,281,316,559,245,26,217,451,229,119,148,196,577,103,113
2022,60,4,196,83,199,83,206,230,2138,93,148,34,747,123,270,370,887,174,123,166,304,310,496,226,24,168,415,217,146,151,197,605,112,38
2022,60,5,248,84,178,90,228,183,2093,57,112,33,625,106,337,405,815,157,224,130,320,303,485,247,32,222,334,170,106,122,135,559,77,43
2022,60,6,143,94,201,44,272,149,1932,55,107,31,538,104,242,350,781,131,149,112,225,234,412,194,33,162,235,194,98,95,133,517,77,62
2022,60,7,65,32,45,18,166,22,919,22,47,10,95,48,97,169,273,41,163,35,100,139,222,60,18,120,183,93,30,47,80,233,21,44
2022,61,1,20,37,37,45,148,19,670,23,40,7,161,40,158,171,249,41,94,48,62,132,167,58,13,47,135,164,12,42,41,224,6,65
2022,61,2,202,103,205,88,119,131,1777,82,117,29,327,81,223,351,780,157,133,94,258,287,506,240,32,172,287,255,129,109,143,609,94,42
2022,61,3,162,65,167,52,215,99,1401,48,93,23,233,57,187,237,610,104,95,112,212,198,405,196,34,137,202,166,73,82,151,457,55,94
2022,61,4,159,68,162,41,161,101,1219,43,83,23,188,48,157,235,570,105,83,99,197,217,484,171,30,118,203,104,85,96,104,468,68,51
2022,61,5,157,36,138,63,185,80,1136,42,54,21,388,71,116,167,485,105,82,87,149,174,388,139,32,99,191,145,52,45,112,399,57,63
2022,61,6,82,41,123,27,144,79,1086,34,60,23,236,34,99,144,370,70,77,55,120,151,289,122,24,79,176,109,66,57,60,328,55,45
2022,61,7,21,17,18,9,92,10,503,20,25,10,42,21,47,51,124,21,23,20,41,79,131,27,8,47,80,31,18,24,20,135,12,35
2022,62,1,11,13,48,10,203,15,301,19,18,3,32,16,38,47,79,30,30,13,41,76,103,21,13,29,56,31,9,22,25,145,9,15
2022,62,2,482,62,153,31,172,73,1021,58,57,22,143,38,141,197,456,100,104,55,141,183,338,138,24,99,156,125,43,52,120,356,57,58
2022,62,3,70,38,75,24,125,87,836,47,51,18,102,34,97,101,314,51,53,49,90,100,252,96,21,82,117,80,31,96,74,289,49,88
2022,62,4,77,32,84,23,27,60,757,41,36,19,101,23,95,135,277,36,31,38,89,98,217,78,10,39,127,62,43,74,65,288,40,26
2022,62,5,63,47,88,25,92,191,642,32,32,14,65,22,90,141,321,26,78,39,96,85,223,89,15,63,115,68,29,78,56,267,23,44
2022,62,6,72,60,64,35,29,61,701,31,26,13,79,25,54,94,258,44,30,26,66,88,181,70,16,59,108,49,35,52,51,240,27,43
2022,62,7,14,14,21,3,21,22,315,25,10,5,44,9,31,33,88,22,15,12,29,53,69,21,4,17,43,25,9,26,28,65,10,8
2022,63,1,11,12,22,4,17,13,239,16,5,1,31,12,30,27,63,8,13,9,26,48,68,18,13,9,26,13,11,15,8,95,10,10
2022,63,2,120,37,63,30,61,86,645,35,41,24,91,25,93,105,287,60,23,15,64,89,186,89,12,59,104,76,31,57,57,299,49,14
2022,63,3,73,20,68,20,64,66,527,39,20,9,77,21,55,70,244,24,23,20,71,78,134,88,5,48,66,97,22,65,47,275,25,8
2022,63,4,101,25,56,19,50,72,546,47,19,20,87,15,39,91,177,33,26,16,50,77,138,41,13,53,66,112,18,50,46,257,26,27
2022,63,5,77,63,43,17,58,52,518,38,22,6,98,13,58,81,191,38,15,14,30,83,142,55,8,32,70,87,8,92,34,185,28,11
2022,63,6,77,45,30,10,37,62,478,25,14,10,58,14,38,60,154,23,19,14,22,63,114,129,9,29,46,37,14,34,21,172,13,8
2022,63,7,7,6,18,2,12,6,237,13,6,3,26,6,18,22,54,20,17,5,15,27,58,28,9,14,16,11,4,12,15,52,2,2
2022,64,1,8,9,19,6,9,10,140,12,10,2,21,10,13,18,49,17,15,14,15,31,43,33,1,5,25,11,22,16,22,68,6,3
2022,64,2,112,52,45,19,42,87,521,30,22,14,77,20,43,108,206,24,34,15,63,74,114,74,13,34,67,34,20,23,46,182,41,9
2022,64,3,106,48,49,13,75,78,466,18,12,8,54,13,43,82,124,27,61,16,46,33,100,51,15,39,37,15,17,16,27,203,24,10
2022,64,4,56,49,38,10,36,22,359,30,11,2,55,15,74,49,127,19,52,11,40,46,75,52,13,36,52,18,14,20,20,166,24,5
2022,64,5,68,36,43,6,34,23,394,14,11,6,58,13,75,34,136,24,20,11,46,43,75,27,7,31,44,18,21,18,26,122,10,30
2022,64,6,53,29,32,7,17,24,344,15,8,5,44,9,62,44,122,11,24,10,50,46,84,45,11,28,31,13,11,20,17,100,15,0
2022,64,7,4,4,15,4,16,8,190,5,8,1,14,2,11,5,30,5,5,2,14,12,34,17,8,13,12,10,3,4,6,54,2,0
2022,65,1,4,4,8,5,19,8,86,3,4,0,10,3,5,11,28,1,2,3,13,9,17,6,5,4,18,7,0,7,5,35,1,0
2022,65,2,7,7,14,8,12,9,154,6,13,4,13,7,73,14,43,9,12,2,19,14,46,8,4,10,19,1,4,4,10,40,1,1
2022,65,3,79,49,33,18,28,40,425,13,23,14,49,17,42,45,171,24,33,13,67,57,63,56,21,36,55,12,18,16,16,125,31,9
2022,65,4,61,35,45,15,29,34,354,17,17,11,39,7,20,65,148,20,15,18,35,27,41,40,10,29,35,20,5,26,12,96,16,15
2022,65,5,67,44,33,8,39,28,336,5,15,8,51,7,22,50,123,13,12,9,38,29,57,29,13,26,28,13,7,18,18,102,12,7
2022,65,6,75,35,30,5,21,21,302,14,8,10,32,6,52,36,137,14,12,11,20,33,45,20,13,34,29,11,2,18,33,67,8,7
2022,65,7,3,9,5,5,24,3,130,3,7,1,9,0,9,9,42,2,4,5,11,7,19,5,3,9,25,5,4,14,4,39,5,2
2022,66,1,4,5,6,5,5,0,123,8,6,1,10,3,3,8,45,4,2,10,7,11,20,5,6,1,12,6,1,7,5,27,1,0
2022,66,2,70,53,22,12,14,36,360,17,14,20,25,14,78,64,174,8,26,17,31,41,59,26,16,43,26,23,10,17,20,105,15,6
2022,66,3,56,35,21,19,23,29,334,6,9,11,45,8,25,52,132,10,23,16,28,37,61,30,14,39,30,14,8,22,7,89,16,14
2022,66,4,75,26,17,12,13,36,316,7,16,13,22,12,25,62,125,11,20,33,37,22,43,28,18,21,11,19,8,20,8,90,15,7
2022,66,5,46,28,28,6,24,28,259,16,15,12,42,4,17,50,115,9,17,11,25,18,47,24,9,24,46,14,6,23,10,76,14,3
2022,66,6,39,21,26,5,2,11,223,5,7,2,21,6,8,26,91,8,7,7,19,17,34,9,12,22,28,10,6,9,28,38,11,7
2022,66,7,8,5,6,3,5,3,140,2,10,0,10,1,5,13,25,3,4,4,7,7,21,1,10,9,8,5,2,5,2,15,2,2
2022,67,1,2,5,9,5,1,5,83,1,6,0,9,1,4,11,37,0,12,9,4,8,15,1,9,7,10,2,2,2,2,16,2,1
2022,67,2,47,33,30,13,7,29,267,10,17,10,23,5,13,44,121,11,40,15,14,22,57,12,13,29,36,13,2,9,9,53,20,5
2022,67,3,33,38,20,3,28,14,207,6,12,10,29,9,17,39,71,6,9,18,16,40,22,10,22,22,18,16,8,17,11,25,11,3
2022,67,4,42,29,16,4,10,29,242,9,8,2,16,1,6,32,73,6,19,8,22,22,29,16,13,18,25,14,2,21,2,37,23,2
2022,67,5,34,33,41,4,6,25,221,5,12,2,18,7,10,35,73,3,32,6,14,22,27,7,8,14,18,10,2,20,9,33,13,3
2022,67,6,28,24,13,3,13,20,192,4,16,4,21,2,7,21,53,5,48,4,23,23,34,13,17,12,43,12,3,17,3,31,20,0
2022,67,7,0,7,6,0,7,6,114,3,5,2,5,2,1,7,27,0,7,6,5,10,17,3,14,6,23,1,4,6,2,14,4,1
2022,68,1,1,1,0,3,11,3,71,6,6,2,6,1,6,4,33,1,25,0,7,6,13,2,6,13,6,4,0,5,0,17,1,1
2022,68,2,34,27,28,8,10,20,188,5,12,7,14,0,15,30,73,11,36,10,20,26,22,16,19,32,25,6,13,14,5,46,24,5
2022,68,3,46,25,19,1,11,20,217,10,3,2,12,1,5,19,62,12,11,8,13,18,23,13,10,8,12,7,9,10,7,41,17,2
2022,68,4,33,21,11,3,10,15,248,3,2,3,6,3,6,15,73,2,10,4,9,20,26,5,10,12,20,4,4,7,3,30,23,1
2022,68,5,1,6,12,5,0,2,80,4,3,2,8,2,5,9,19,0,20,3,7,7,8,7,10,7,7,1,2,3,4,17,11,4
2022,68,6,1,8,8,2,2,3,57,1,6,0,3,1,5,1,13,1,48,7,11,11,15,4,7,3,3,2,2,2,0,8,1,0
2022,68,7,0,4,2,1,4,1,78,3,3,0,3,1,1,4,22,1,26,1,5,8,9,2,2,10,1,2,1,3,3,9,2,0
2022,69,1,3,2,11,3,4,0,58,3,4,1,2,3,5,9,18,3,23,3,6,8,5,3,7,8,0,7,0,5,1,16,6,1
2022,69,2,39,24,17,7,7,23,311,2,14,3,21,4,8,19,69,6,12,9,23,27,22,16,29,19,37,12,3,17,6,39,39,2
2022,69,3,24,27,13,2,7,16,184,3,5,2,8,3,4,23,74,4,14,5,12,18,14,14,9,14,29,15,3,7,4,22,26,1
2022,69,4,34,30,11,2,13,14,219,3,3,5,29,7,11,19,71,6,15,2,7,37,19,14,15,21,30,11,7,22,4,55,20,0
2022,69,5,24,10,14,4,19,15,200,4,9,3,7,8,2,17,40,3,13,2,5,24,21,7,10,19,24,6,6,10,4,31,24,1
2022,69,6,28,7,26,0,10,19,187,1,2,6,18,2,3,12,53,4,17,4,8,23,19,18,9,9,12,7,1,8,2,23,31,3
2022,69,7,3,2,8,1,15,8,100,4,1,1,4,0,2,9,22,1,24,1,5,7,10,3,6,6,8,1,0,3,1,11,3,1
2022,70,1,1,3,4,3,7,5,137,2,2,1,3,0,1,10,15,2,54,2,4,8,11,0,12,4,3,2,1,1,2,22,5,2
2022,70,2,59,25,23,5,15,18,226,4,4,17,18,5,16,31,70,8,26,12,21,30,26,11,18,18,14,11,2,10,8,56,48,8
2022,70,3,25,24,26,1,20,10,211,4,9,9,12,6,3,20,39,6,15,5,7,24,15,11,8,16,15,12,4,7,4,78,39,3
2022,70,4,21,24,21,5,17,9,228,6,6,1,9,4,2,25,42,6,15,6,9,23,13,8,10,24,19,9,5,10,5,54,30,6
2022,70,5,40,21,19,5,36,13,173,2,2,2,10,3,7,22,40,3,7,10,6,22,16,9,15,18,22,5,12,12,4,40,26,1
2022,70,6,31,21,10,2,17,9,142,2,4,2,9,3,4,22,28,5,33,5,8,30,15,10,10,13,15,5,3,4,0,53,28,4
2022,70,7,4,3,3,2,15,0,80,0,4,0,3,1,2,12,4,3,37,1,8,6,4,2,12,6,13,0,2,3,2,6,5,0
2022,71,1,2,2,1,0,10,1,69,0,1,0,3,1,1,8,18,0,36,2,6,9,6,2,6,3,6,3,2,3,7,9,3,2
2022,71,2,67,30,18,6,21,8,267,0,10,5,15,3,11,39,67,5,26,11,13,27,28,8,14,12,25,6,6,9,15,35,48,2
2022,71,3,58,17,17,3,25,10,214,3,9,9,22,3,6,49,40,12,33,9,21,15,12,17,13,29,26,13,6,8,7,48,42,1
2022,71,4,52,13,19,4,11,11,253,4,12,3,20,2,8,35,58,8,3,8,18,24,17,15,19,28,18,2,4,8,3,30,42,4
2022,71,5,81,26,14,4,21,17,164,3,10,0,15,2,3,47,47,7,14,7,18,13,10,13,18,15,19,3,2,10,0,30,42,2
2022,71,6,83,22,24,4,29,9,240,3,6,5,16,1,9,31,37,3,29,6,30,21,8,15,22,18,23,7,4,8,2,20,35,2
2022,71,7,3,4,5,2,24,1,120,1,1,1,5,0,4,9,11,2,23,7,5,6,6,4,7,5,9,2,4,8,3,3,9,0
2022,72,1,3,1,3,2,13,3,96,2,2,0,17,2,4,11,14,0,27,3,5,16,3,3,11,4,16,1,3,1,2,8,7,0
2022,72,2,83,34,27,11,26,15,339,10,11,12,15,0,12,41,61,4,7,10,38,23,27,20,34,35,40,4,4,18,11,36,67,4
2022,72,3,10,8,13,7,16,2,214,2,9,4,8,3,10,27,25,2,1,9,21,6,11,10,12,21,15,6,7,10,3,13,5,0
2022,72,4,100,39,32,9,11,12,364,6,9,8,10,4,21,52,69,2,5,7,62,18,13,21,20,50,47,5,5,19,3,34,84,3
2022,72,5,105,35,29,6,18,8,376,9,6,5,24,0,11,28,58,5,7,5,48,25,8,23,16,39,32,10,11,25,2,35,54,1
2022,72,6,73,32,38,11,6,21,349,2,9,3,22,3,12,25,48,5,9,4,52,24,14,24,30,31,28,8,3,20,2,17,57,3
2022,72,7,7,8,7,2,0,9,163,4,4,3,10,2,6,4,22,3,2,4,20,12,7,3,10,10,34,4,1,8,2,12,14,0
2022,73,1,7,3,7,2,2,2,144,1,3,0,10,1,6,15,24,6,1,4,4,13,3,3,16,4,18,0,2,8,1,14,10,1
2022,73,2,128,49,43,15,11,16,461,5,8,7,30,2,15,45,89,11,10,22,74,26,20,16,26,32,49,14,8,40,5,47,85,3
2022,73,3,93,39,58,7,15,13,412,10,12,9,24,2,18,63,80,5,4,20,78,22,22,35,30,30,48,9,9,17,2,48,86,2
2022,73,4,86,36,80,11,9,15,521,12,5,7,26,5,8,52,85,21,2,12,73,30,13,19,31,33,62,9,15,22,3,34,81,2
2022,73,5,103,46,67,11,12,14,462,26,16,4,30,1,14,44,107,10,5,17,60,22,24,29,20,25,73,8,13,29,7,51,88,10
2022,73,6,58,43,64,12,14,26,478,14,10,11,33,1,13,61,105,12,15,27,68,24,18,16,32,27,75,5,16,19,0,37,80,2
2022,73,7,11,14,22,3,16,3,238,4,2,4,4,0,8,13,23,7,22,8,22,22,8,1,22,8,49,3,7,10,0,25,13,1
2022,74,1,22,7,14,4,4,5,212,3,5,1,21,2,14,18,15,1,21,7,32,32,17,3,28,7,41,8,2,8,1,14,9,1
2022,74,2,123,65,123,16,9,33,758,11,27,6,71,3,26,102,123,17,6,16,148,62,32,34,61,41,138,19,13,26,8,66,112,6
2022,74,3,120,57,93,11,6,20,680,21,17,7,60,2,21,86,140,17,35,25,167,47,31,30,43,38,123,12,10,33,11,46,97,8
2022,74,4,90,74,111,19,14,35,803,24,33,13,59,12,22,116,162,7,15,26,166,34,29,26,39,31,137,22,6,34,7,52,94,8
2022,74,5,64,61,107,6,9,19,760,12,25,6,46,4,16,95,160,11,13,29,170,50,34,22,51,44,176,12,11,23,3,43,79,10
2022,74,6,95,60,104,10,9,32,731,13,18,4,71,4,29,77,130,10,6,24,182,47,30,27,44,33,138,13,22,17,9,55,88,27
2022,74,7,9,10,21,4,2,5,387,9,6,0,24,1,11,25,36,3,3,12,57,26,9,10,55,27,111,4,10,6,3,19,18,1
2022,75,1,9,7,30,8,6,8,359,5,11,2,24,0,11,25,46,1,4,19,49,18,21,5,32,9,116,7,1,9,2,15,17,0
2022,75,2,95,95,185,18,15,38,1047,28,31,12,101,3,32,157,285,15,23,35,330,55,39,31,68,58,315,29,17,49,9,95,153,7
2022,75,3,73,85,192,19,11,34,1124,36,47,22,80,3,33,140,222,20,21,30,262,47,39,43,67,69,353,42,29,58,11,88,135,26
2022,75,4,69,90,177,22,6,30,1225,34,50,25,111,4,43,155,271,15,14,38,268,50,39,36,91,52,424,34,17,48,7,79,125,16
2022,75,5,46,105,213,23,4,36,1078,30,29,25,100,5,54,135,247,11,13,40,222,59,44,48,78,54,446,43,6,66,12,83,103,20
2022,75,6,46,116,197,29,16,35,1217,25,25,23,81,9,35,128,289,7,15,43,263,53,45,47,98,62,415,43,18,51,11,72,139,23
2022,75,7,11,7,36,3,5,9,635,15,13,8,31,1,13,29,64,6,3,25,76,40,10,9,60,29,283,22,13,27,4,23,44,5
2022,76,1,3,17,35,14,10,8,450,20,25,5,55,0,21,46,63,7,5,30,67,47,15,9,84,12,182,21,7,26,2,25,42,3
2022,76,2,105,140,296,40,24,72,1878,57,45,31,153,17,78,248,468,26,28,55,479,172,76,86,172,89,634,110,32,102,12,168,270,37
2022,76,3,84,155,216,48,21,62,1792,63,49,32,110,10,94,215,451,39,20,79,388,189,81,57,167,97,579,79,43,83,13,170,274,31
2022,76,4,85,175,288,55,18,64,2145,85,62,38,172,10,81,190,573,29,28,66,454,182,81,87,205,124,619,86,48,107,16,159,260,22
2022,76,5,83,169,238,48,43,70,2001,60,51,19,148,6,86,230,509,30,19,57,459,171,95,95,212,135,596,98,45,126,19,152,272,27
2022,76,6,66,133,303,40,50,85,2130,65,50,41,141,16,97,219,573,31,25,62,423,152,89,87,279,119,512,96,41,103,20,165,253,16
2022,76,7,21,32,68,10,11,13,992,24,15,9,65,7,30,57,134,11,12,37,148,92,35,17,183,62,306,24,28,45,5,51,68,4
2022,77,1,13,25,43,31,62,15,744,28,55,15,61,4,34,61,150,13,3,36,152,72,34,20,144,37,229,44,8,35,6,50,37,3
2022,77,2,124,210,408,75,38,109,3114,118,76,82,267,31,135,322,933,35,36,101,639,238,145,146,427,222,723,197,104,181,26,266,462,49
2022,77,3,114,196,333,66,45,123,3068,161,78,78,201,27,138,268,901,52,48,96,649,222,145,128,384,205,679,179,85,173,18,275,399,28
2022,77,4,109,217,352,83,67,161,3210,145,74,95,284,40,138,256,936,37,43,100,661,202,164,160,432,287,676,205,113,187,27,270,437,40
2022,77,5,113,203,325,80,54,145,3239,148,66,87,248,21,145,274,1026,44,52,81,647,204,152,123,434,284,687,176,91,208,14,234,387,26
2022,77,6,103,220,337,94,26,182,3558,180,58,111,199,39,128,292,1052,41,42,90,713,228,142,140,449,282,657,178,125,210,26,294,368,42
2022,77,7,24,45,89,28,28,66,1659,72,25,19,84,13,72,108,236,15,23,45,253,124,56,30,304,128,440,61,64,98,10,125,100,9
2022,78,1,11,36,57,33,53,50,1293,67,60,26,121,26,62,86,208,19,8,52,191,100,50,59,270,95,249,67,24,110,8,130,96,16
2022,78,2,164,352,422,112,48,286,5327,297,129,196,408,78,256,415,1787,104,68,160,1219,285,267,268,696,425,962,393,187,375,50,485,650,86
2022,78,3,143,398,379,99,39,266,5441,345,149,149,393,98,245,408,1685,90,96,135,1081,289,282,310,644,441,832,351,255,393,54,473,652,120
2022,78,4,143,331,421,132,27,273,5711,412,125,192,375,71,250,503,2072,85,109,153,1130,333,366,327,685,442,872,418,271,448,58,590,595,94
2022,78,5,175,375,424,116,45,301,5977,387,171,193,372,77,285,442,2115,112,104,126,1024,363,365,344,751,444,798,436,337,407,49,536,658,100
2022,78,6,150,408,375,125,34,332,6339,384,91,174,418,108,256,476,2263,100,104,137,1057,328,417,306,713,512,776,359,336,442,65,618,670,92
2022,78,7,43,124,90,52,17,77,2683,164,53,45,293,48,89,151,477,31,50,91,376,175,173,127,457,224,520,164,153,195,30,395,185,30
