Semana,Campus,Ncampus,Edificio,Sitio,Estado,NEstado,Copias_L,CasosSem
50,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,84.2857142857143
50,Guadalajara,15,20,AULAS II,JALISCO,14,0,84.2857142857143
50,Guadalajara,15,13,FORTALEZA,JALISCO,14,52701,84.2857142857143
50,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,0,84.2857142857143
50,Guadalajara,15,18,DIFUSIÓN CULTURAL B,JALISCO,14,0,84.2857142857143
50,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,84.2857142857143
50,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,0,84.2857142857143
55,Guadalajara,15,13,FORTALEZA,JALISCO,14,0,2974.42857142857
55,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,0,2974.42857142857
55,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,6639,2974.42857142857
55,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,2974.42857142857
55,Guadalajara,15,0,Unidentified,JALISCO,14,0,2974.42857142857
55,Guadalajara,15,0,Unidentified,JALISCO,14,0,2974.42857142857
55,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,1440,2974.42857142857
55,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,8816,2974.42857142857
55,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,8670,2974.42857142857
55,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,2974.42857142857
55,Guadalajara,15,20,AULAS II,JALISCO,14,7886,2974.42857142857
55,Guadalajara,15,18,DIFUSIÓN CULTURAL B,JALISCO,14,0,2974.42857142857
55,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,1997,2974.42857142857
55,Guadalajara,15,22,CEI,JALISCO,14,0,2974.42857142857
55,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,0,2974.42857142857
56,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,113593,2858.28571428571
56,Guadalajara,15,22,CEI,JALISCO,14,0,2858.28571428571
56,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,0,2858.28571428571
56,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,599597,2858.28571428571
56,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,2807,2858.28571428571
56,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,2858.28571428571
56,Guadalajara,15,20,AULAS II,JALISCO,14,92709,2858.28571428571
56,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,3896413,2858.28571428571
56,Guadalajara,15,34,PLANTA FÍSICA,JALISCO,14,255193,2858.28571428571
56,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,17319,2858.28571428571
56,Guadalajara,15,18,DIFUSIÓN CULTURAL B,JALISCO,14,0,2858.28571428571
56,Guadalajara,15,0,Unidentified,JALISCO,14,6844,2858.28571428571
56,Guadalajara,15,0,Unidentified,JALISCO,14,6357373,2858.28571428571
56,Guadalajara,15,13,FORTALEZA,JALISCO,14,179229,2858.28571428571
56,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,2858.28571428571
56,Guadalajara,15,0,Unidentified,JALISCO,14,51733,2858.28571428571
63,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,64671,65.1428571428571
63,Guadalajara,15,0,Unidentified,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,20,AULAS II,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,19,DIFUSIÓN CULTURAL A,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,11,PABELLON,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,0,Unidentified,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,35,CARD,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0,65.1428571428571
63,Guadalajara,15,0,Unidentified,JALISCO,14,0,65.1428571428571
63,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,12879,65.1428571428571
64,Guadalajara,15,17,AULAS III,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,0,Unidentified,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0,48.5714285714286
64,Guadalajara,15,0,Unidentified,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,0,Unidentified,JALISCO,14,112573,48.5714285714286
64,Guadalajara,15,20,AULAS II,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,0,48.5714285714286
64,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,42,SNACKS PREPAS,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,35,CARD,JALISCO,14,0,48.5714285714286
64,Guadalajara,15,10,MEDICINA,JALISCO,14,0,48.5714285714286
65,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0,32.8571428571429
65,Guadalajara,15,22,CEI,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,17,AULAS III,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,20,AULAS II,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,0,Unidentified,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,0,Unidentified,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,11,PABELLON,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,0,Unidentified,JALISCO,14,4174,32.8571428571429
65,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,35,CARD,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0,32.8571428571429
65,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,0,32.8571428571429
66,Guadalajara,15,10,MEDICINA,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,22,CEI,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,0,Unidentified,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,0,Unidentified,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0,39.2857142857143
66,Guadalajara,15,20,AULAS II,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,35,CARD,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,17,AULAS III,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,0,Unidentified,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,0,39.2857142857143
66,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,39.2857142857143
66,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0,39.2857142857143
67,Guadalajara,15,17,AULAS III,JALISCO,14,0,27
67,Guadalajara,15,10,MEDICINA,JALISCO,14,0,27
67,Guadalajara,15,22,CEI,JALISCO,14,0,27
67,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,0,27
67,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,27
67,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0,27
67,Guadalajara,15,20,AULAS II,JALISCO,14,0,27
67,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0,27
67,Guadalajara,15,35,CARD,JALISCO,14,0,27
67,Guadalajara,15,0,Unidentified,JALISCO,14,0,27
67,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,27
67,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,0,27
67,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0,27
67,Guadalajara,15,0,Unidentified,JALISCO,14,0,27
67,Guadalajara,15,0,Unidentified,JALISCO,14,0,27
67,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0,27
69,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0,15.4285714285714
69,Guadalajara,15,42,SNACKS PREPAS,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,20,AULAS II,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,35,CARD,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,17,AULAS III,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,0,15.4285714285714
69,Guadalajara,15,0,Unidentified,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,22,CEI,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,0,Unidentified,JALISCO,14,0,15.4285714285714
69,Guadalajara,15,11,PABELLON,JALISCO,14,0,15.4285714285714
70,Guadalajara,15,10,MEDICINA,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0,20.2857142857143
70,Guadalajara,15,0,Unidentified,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,0,Unidentified,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,17,AULAS III,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,22,CEI,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,0,Unidentified,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,20,AULAS II,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,35,CARD,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0,20.2857142857143
70,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,0,20.2857142857143
70,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,0,20.2857142857143
71,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,20,AULAS II,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,0,Unidentified,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,35,CARD,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,0,Unidentified,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,42,SNACKS PREPAS,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,10,MEDICINA,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,0,Unidentified,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,16307,31.1428571428571
71,Guadalajara,15,17,AULAS III,JALISCO,14,16307,31.1428571428571
72,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0,26.8571428571429
72,Guadalajara,15,10,MEDICINA,JALISCO,14,0,26.8571428571429
72,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,26.8571428571429
72,Guadalajara,15,0,Unidentified,JALISCO,14,0,26.8571428571429
72,Guadalajara,15,0,Unidentified,JALISCO,14,0,26.8571428571429
72,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0,26.8571428571429
72,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,26.8571428571429
72,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0,26.8571428571429
72,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,3874,26.8571428571429
72,Guadalajara,15,0,Unidentified,JALISCO,14,3874,26.8571428571429
72,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,3874,26.8571428571429
72,Guadalajara,15,0,Unidentified,JALISCO,14,3874,26.8571428571429
72,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0,26.8571428571429
72,Guadalajara,15,35,CARD,JALISCO,14,0,26.8571428571429
72,Guadalajara,15,17,AULAS III,JALISCO,14,0,26.8571428571429
72,Guadalajara,15,20,AULAS II,JALISCO,14,0,26.8571428571429
73,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,0,Unidentified,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,10,MEDICINA,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,20,AULAS II,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,17,AULAS III,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,0,Unidentified,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,22,CEI,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,35,CARD,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,0,Unidentified,JALISCO,14,57137,41.8571428571429
73,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,57137,41.8571428571429
74,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,3501,74.1428571428571
74,Guadalajara,15,35,CARD,JALISCO,14,3501,74.1428571428571
74,Guadalajara,15,20,AULAS II,JALISCO,14,3501,74.1428571428571
74,Guadalajara,15,0,Unidentified,JALISCO,14,3501,74.1428571428571
74,Guadalajara,15,0,Unidentified,JALISCO,14,3836,74.1428571428571
74,Guadalajara,15,0,Unidentified,JALISCO,14,3836,74.1428571428571
74,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,3836,74.1428571428571
74,Guadalajara,15,17,AULAS III,JALISCO,14,3836,74.1428571428571
74,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,14151,74.1428571428571
74,Guadalajara,15,10,MEDICINA,JALISCO,14,14151,74.1428571428571
74,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,14151,74.1428571428571
74,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,14151,74.1428571428571
74,Guadalajara,15,0,Unidentified,JALISCO,14,0,74.1428571428571
74,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,74.1428571428571
74,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0,74.1428571428571
74,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0,74.1428571428571
75,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,42296,109.857142857143
75,Guadalajara,15,17,AULAS III,JALISCO,14,42296,109.857142857143
75,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,42296,109.857142857143
75,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,42296,109.857142857143
75,Guadalajara,15,10,MEDICINA,JALISCO,14,103011,109.857142857143
75,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,103011,109.857142857143
75,Guadalajara,15,20,AULAS II,JALISCO,14,103011,109.857142857143
75,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,103011,109.857142857143
75,Guadalajara,15,0,Unidentified,JALISCO,14,0,109.857142857143
75,Guadalajara,15,0,Unidentified,JALISCO,14,0,109.857142857143
75,Guadalajara,15,0,Unidentified,JALISCO,14,0,109.857142857143
75,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0,109.857142857143
75,Guadalajara,15,22,CEI,JALISCO,14,45030,109.857142857143
75,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,45030,109.857142857143
75,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,45030,109.857142857143
75,Guadalajara,15,35,CARD,JALISCO,14,45030,109.857142857143
76,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0,172.142857142857
76,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0,172.142857142857
76,Guadalajara,15,42,SNACKS PREPAS,JALISCO,14,0,172.142857142857
76,Guadalajara,15,22,CEI,JALISCO,14,52226,172.142857142857
76,Guadalajara,15,42,SNACKS PREPAS,JALISCO,14,0,172.142857142857
76,Guadalajara,15,20,AULAS II,JALISCO,14,0,172.142857142857
76,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,0,172.142857142857
76,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,0,172.142857142857
76,Guadalajara,15,35,CARD,JALISCO,14,0,172.142857142857
76,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,172.142857142857
76,Guadalajara,15,17,AULAS III,JALISCO,14,0,172.142857142857
76,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,0,172.142857142857
76,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0,172.142857142857
76,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,0,172.142857142857
76,Guadalajara,15,11,PABELLON,JALISCO,14,0,172.142857142857
76,Guadalajara,15,0,Unidentified,JALISCO,14,0,172.142857142857
77,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,1160413,225.857142857143
77,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,1160413,225.857142857143
77,Guadalajara,15,42,SNACKS PREPAS,JALISCO,14,1160413,225.857142857143
77,Guadalajara,15,5,Colector 4 (wellness center),JALISCO,14,1160413,225.857142857143
77,Guadalajara,15,4,AULAS III,JALISCO,14,23006,225.857142857143
77,Guadalajara,15,10,MEDICINA,JALISCO,14,23006,225.857142857143
77,Guadalajara,15,22,CEI,JALISCO,14,23006,225.857142857143
77,Guadalajara,15,35,CARD,JALISCO,14,23006,225.857142857143
77,Guadalajara,15,28,ADMINISTRATIVOS II,JALISCO,14,0,225.857142857143
77,Guadalajara,15,42,SNACKS PREPAS,JALISCO,14,0,225.857142857143
77,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0,225.857142857143
77,Guadalajara,15,27,ADMINISTRATIVOS I,JALISCO,14,0,225.857142857143
77,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,323944,225.857142857143
77,Guadalajara,15,20,AULAS II,JALISCO,14,323944,225.857142857143
77,Guadalajara,15,0,Unidentified,JALISCO,14,323944,225.857142857143
77,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,323944,225.857142857143
78,Guadalajara,15,10,MEDICINA,JALISCO,14,0,354.428571428571
78,Guadalajara,15,30,BAÑOS PRIVADOS ADMINISTRATIVO II,JALISCO,14,0,354.428571428571
78,Guadalajara,15,29,BAÑOS PRIVADOS ADMINISTRATIVO I,JALISCO,14,0,354.428571428571
78,Guadalajara,15,6,Colector 5 (Ingeniería 2a etapa),JALISCO,14,0,354.428571428571
78,Guadalajara,15,45,BIBLIOTECA HOMBRES,JALISCO,14,0,354.428571428571
78,Guadalajara,15,40,RESIDENCIAS,JALISCO,14,0,354.428571428571
78,Guadalajara,15,39,Wellness,JALISCO,14,0,354.428571428571
78,Guadalajara,15,20,AULAS II,JALISCO,14,0,354.428571428571
78,Guadalajara,15,44,BIBLIOTECA MUJERES,JALISCO,14,346937,354.428571428571
78,Guadalajara,15,0,Unidentified,JALISCO,14,346937,354.428571428571
78,Guadalajara,15,0,Unidentified,JALISCO,14,346937,354.428571428571
78,Guadalajara,15,17,AULAS III,JALISCO,14,346937,354.428571428571
78,Guadalajara,15,22,CEI,JALISCO,14,8027,354.428571428571
78,Guadalajara,15,16,INGENIERIAS PRIMERA ETAPA,JALISCO,14,8027,354.428571428571
78,Guadalajara,15,35,CARD,JALISCO,14,8027,354.428571428571
10,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,157.428571428571
12,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,100.571428571429
13,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,92.5714285714286
15,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,105.857142857143
16,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,84.2857142857143
18,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,66.8571428571429
19,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,66
20,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,1780,49.8571428571429
25,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,43.5714285714286
26,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,77
27,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,121.285714285714
29,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,572.857142857143
31,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,1134.57142857143
34,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,915.142857142857
36,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,744.142857142857
41,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,213.285714285714
43,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,131.857142857143
45,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,85
46,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,69.5714285714286
47,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,55.5714285714286
48,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,67.4285714285714
50,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,84.2857142857143
63,Santa Anita,29,1,Interceptor PTAR,JALISCO,14,0,65.1428571428571
78,Santa Anita,29,0,Unidentified,JALISCO,14,8027,354.428571428571
8,Morelia,24,1,Colector principal,MICHOACAN,16,571,76.5714285714286
9,Morelia,24,1,Colector principal,MICHOACAN,16,0,72.5714285714286
10,Morelia,24,1,Colector principal,MICHOACAN,16,0,69.5714285714286
12,Morelia,24,1,Colector principal,MICHOACAN,16,0,57.4285714285714
14,Morelia,24,1,Colector principal,MICHOACAN,16,0,51.2857142857143
15,Morelia,24,1,Colector principal,MICHOACAN,16,0,71.5714285714286
16,Morelia,24,1,Colector principal,MICHOACAN,16,0,54.2857142857143
17,Morelia,24,1,Colector principal,MICHOACAN,16,0,51
18,Morelia,24,1,Colector principal,MICHOACAN,16,0,48.1428571428571
19,Morelia,24,1,Colector principal,MICHOACAN,16,0,46.5714285714286
20,Morelia,24,1,Colector principal,MICHOACAN,16,0,32.5714285714286
21,Morelia,24,1,Colector principal,MICHOACAN,16,0,27.7142857142857
22,Morelia,24,1,Colector principal,MICHOACAN,16,0,20.8571428571429
23,Morelia,24,1,Colector principal,MICHOACAN,16,0,14.5714285714286
24,Morelia,24,1,Colector principal,MICHOACAN,16,0,13.7142857142857
25,Morelia,24,1,Colector principal,MICHOACAN,16,0,11.2857142857143
26,Morelia,24,1,Colector principal,MICHOACAN,16,0,17.2857142857143
27,Morelia,24,1,Colector principal,MICHOACAN,16,0,33.1428571428571
28,Morelia,24,1,Colector principal,MICHOACAN,16,0,51.7142857142857
29,Morelia,24,1,Colector principal,MICHOACAN,16,0,135.714285714286
30,Morelia,24,1,Colector principal,MICHOACAN,16,0,194.142857142857
31,Morelia,24,1,Colector principal,MICHOACAN,16,0,291.857142857143
32,Morelia,24,1,Colector principal,MICHOACAN,16,0,372.285714285714
33,Morelia,24,1,Colector principal,MICHOACAN,16,0,413
34,Morelia,24,1,Colector principal,MICHOACAN,16,0,388.285714285714
35,Morelia,24,1,Colector principal,MICHOACAN,16,0,315
36,Morelia,24,1,Colector principal,MICHOACAN,16,1398,262.571428571429
37,Morelia,24,1,Colector principal,MICHOACAN,16,0,243.285714285714
38,Morelia,24,1,Colector principal,MICHOACAN,16,9540,180.142857142857
39,Morelia,24,2,Edificio Norte,MICHOACAN,16,37139,159.428571428571
39,Morelia,24,3,Edificio Sur,MICHOACAN,16,0,159.428571428571
40,Morelia,24,3,Edificio Sur,MICHOACAN,16,0,109.285714285714
40,Morelia,24,2,Edificio Norte,MICHOACAN,16,0,109.285714285714
41,Morelia,24,0,Unidentified,MICHOACAN,16,0,77.5714285714286
41,Morelia,24,0,Unidentified,MICHOACAN,16,0,77.5714285714286
41,Morelia,24,0,Unidentified,MICHOACAN,16,0,77.5714285714286
42,Morelia,24,4,Locatec,MICHOACAN,16,0,56.5714285714286
42,Morelia,24,6,100 s salón,MICHOACAN,16,0,56.5714285714286
42,Morelia,24,5,Laboratorios,MICHOACAN,16,0,56.5714285714286
43,Morelia,24,5,Laboratorios,MICHOACAN,16,0,38.1428571428571
