Semana,Campus,Ncampus,Edificio,Sitio,Estado,NEstado,Copias_L,CasosSem
5,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,116.285714285714
7,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,134080,68.5714285714286
8,Aguascalientes,1,1,Colector principal,AGUASCALIENTES,1,1464762,62.2857142857143
9,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,61
10,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,50667,55.5714285714286
10,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,24000,55.5714285714286
10,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,21190,55.5714285714286
11,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,49.1428571428571
11,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,5214,49.1428571428571
11,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,7667,49.1428571428571
12,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,48.1428571428571
12,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,3810,48.1428571428571
12,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,1143,48.1428571428571
13,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,14857,41.2857142857143
13,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,22857,41.2857142857143
13,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,41.2857142857143
15,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,40.8571428571429
15,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,40.8571428571429
15,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,40.8571428571429
16,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,35.2857142857143
16,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,35.2857142857143
16,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,381,35.2857142857143
17,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,26.2857142857143
17,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,26.2857142857143
17,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,26.2857142857143
18,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,25.4285714285714
18,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,2739,25.4285714285714
18,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,25.4285714285714
19,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,21.1428571428571
19,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,1253,21.1428571428571
19,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,21.1428571428571
20,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,17.8571428571429
20,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,17.8571428571429
20,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,17.8571428571429
21,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,12.1428571428571
21,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,12.1428571428571
21,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,12.1428571428571
22,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,10.4285714285714
22,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,10.4285714285714
22,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,10.4285714285714
23,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,8.71428571428571
23,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,8.71428571428571
23,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,8.71428571428571
24,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,8.28571428571429
24,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,8.28571428571429
24,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,8.28571428571429
25,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,5.71428571428571
25,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,5.71428571428571
25,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,5.71428571428571
26,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,7
26,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,7
26,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,7
27,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,9.85714285714286
27,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,9.85714285714286
27,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,9.85714285714286
28,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,13.2857142857143
28,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,13.2857142857143
28,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,13.2857142857143
29,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,32.7142857142857
29,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,32.7142857142857
29,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,32.7142857142857
30,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,51.7142857142857
30,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,51.7142857142857
30,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,51.7142857142857
31,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,79.1428571428571
31,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,79.1428571428571
31,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,79.1428571428571
32,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,105.571428571429
32,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,105.571428571429
32,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,105.571428571429
33,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,102.428571428571
33,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,102.428571428571
33,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,102.428571428571
34,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,998,117.142857142857
34,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,998,117.142857142857
34,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,117.142857142857
35,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,111
35,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,111
35,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,651,111
36,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,105.285714285714
36,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,105.285714285714
36,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,105.285714285714
37,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,80.1428571428571
37,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,80.1428571428571
37,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,80.1428571428571
38,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,71.2857142857143
38,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,71.2857142857143
38,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,752100,71.2857142857143
39,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,1261825,80.7142857142857
39,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1,0,80.7142857142857
39,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,80.7142857142857
40,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,75.8571428571429
40,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,75.8571428571429
40,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,75.8571428571429
40,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,75.8571428571429
40,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,75.8571428571429
40,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,12694,75.8571428571429
41,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,89.2857142857143
41,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,61371,89.2857142857143
41,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,15973,89.2857142857143
41,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,89.2857142857143
41,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,89.2857142857143
41,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,89.2857142857143
42,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,68.1428571428571
42,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,68.1428571428571
42,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,68.1428571428571
42,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,68.1428571428571
42,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,68.1428571428571
42,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,68.1428571428571
43,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,53.2857142857143
43,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,53.2857142857143
43,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,53.2857142857143
43,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,53.2857142857143
43,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,53.2857142857143
43,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,53.2857142857143
44,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,21403,47.7142857142857
44,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,47.7142857142857
44,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,101734,47.7142857142857
44,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,24664,47.7142857142857
44,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,47.7142857142857
44,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,28307,47.7142857142857
45,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,33.7142857142857
45,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,33.7142857142857
45,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,33.7142857142857
45,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,33.7142857142857
45,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,31804,33.7142857142857
45,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,33.7142857142857
45,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,33.7142857142857
46,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,6506,50.4285714285714
46,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,50.4285714285714
46,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,50.4285714285714
46,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,50.4285714285714
46,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,50.4285714285714
47,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,33.8571428571429
47,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,33.8571428571429
47,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,33.8571428571429
47,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,33.8571428571429
47,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,33.8571428571429
47,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,9921,33.8571428571429
48,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,60.1428571428571
48,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,60.1428571428571
48,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,60.1428571428571
48,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,5979,60.1428571428571
48,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,60.1428571428571
48,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,1479,60.1428571428571
49,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,1781901,47
49,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,47
49,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,47
49,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,146863,47
49,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,47
49,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,78390,47
50,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,55.4285714285714
50,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,0,55.4285714285714
50,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,55.4285714285714
50,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,55.4285714285714
50,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,55.4285714285714
50,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,55.4285714285714
55,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,601.714285714286
55,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,55033,601.714285714286
55,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,601.714285714286
55,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,282677,601.714285714286
55,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,601.714285714286
55,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,127491,601.714285714286
56,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,37993,865.857142857143
56,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,90789,865.857142857143
56,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,142899,865.857142857143
56,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,758421,865.857142857143
56,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,83434,865.857142857143
56,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,87806,865.857142857143
63,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,66.5714285714286
63,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,66.5714285714286
63,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,66.5714285714286
63,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,66.5714285714286
63,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,66.5714285714286
63,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,66.5714285714286
64,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,58.1428571428571
64,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,58.1428571428571
64,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,0,58.1428571428571
64,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,0,58.1428571428571
64,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,0,58.1428571428571
64,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,58.1428571428571
65,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,42.2857142857143
65,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,42.2857142857143
65,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,0,42.2857142857143
65,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,42.2857142857143
65,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,42.2857142857143
65,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,42.2857142857143
66,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,0,42.5714285714286
66,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,42.5714285714286
66,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,42.5714285714286
66,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,42.5714285714286
66,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,42.5714285714286
66,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,42.5714285714286
67,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,26.5714285714286
67,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,26.5714285714286
67,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,0,26.5714285714286
67,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,26.5714285714286
67,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,26.5714285714286
67,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,26.5714285714286
69,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,22179,22.1428571428571
69,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,22179,22.1428571428571
69,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,22179,22.1428571428571
69,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,22179,22.1428571428571
69,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,22179,22.1428571428571
69,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,22179,22.1428571428571
70,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,6154,25.8571428571429
70,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,6154,25.8571428571429
70,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,6154,25.8571428571429
70,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,6154,25.8571428571429
70,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,88354,25.8571428571429
70,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,88354,25.8571428571429
71,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,49.4285714285714
71,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,49.4285714285714
71,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,49.4285714285714
71,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,49.4285714285714
71,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,49.4285714285714
71,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,49.4285714285714
72,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,54.4285714285714
72,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,0,54.4285714285714
72,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,54.4285714285714
72,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,54.4285714285714
72,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,54.4285714285714
72,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,54.4285714285714
73,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,69.4285714285714
73,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,69.4285714285714
73,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,69.4285714285714
73,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,69.4285714285714
73,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,69.4285714285714
73,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,69.4285714285714
74,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,74.7142857142857
74,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,74.7142857142857
74,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,74.7142857142857
74,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,74.7142857142857
74,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,74.7142857142857
74,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,74.7142857142857
75,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,49.8571428571429
75,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,49.8571428571429
75,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,49.8571428571429
75,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,49.8571428571429
75,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,49.8571428571429
75,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,49.8571428571429
76,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,1,0,63.8571428571429
76,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,63.8571428571429
76,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,63.8571428571429
76,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,63.8571428571429
76,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,63.8571428571429
77,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,85.7142857142857
77,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,85.7142857142857
77,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,85.7142857142857
77,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,85.7142857142857
77,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,85.7142857142857
77,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,0,85.7142857142857
78,Aguascalientes,1,8,CEDES,AGUASCALIENTES,1,0,118.428571428571
78,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,1,0,118.428571428571
78,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1,0,118.428571428571
78,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1,0,118.428571428571
78,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,1,0,118.428571428571
78,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1,0,118.428571428571
6,Chiapas,5,1,Colector principal,CHIAPAS,5,0,23.4285714285714
7,Chiapas,5,1,Colector principal,CHIAPAS,5,0,21.7142857142857
8,Chiapas,5,1,Colector principal,CHIAPAS,5,0,15.1428571428571
9,Chiapas,5,1,Colector principal,CHIAPAS,5,0,13.2857142857143
10,Chiapas,5,1,Colector principal,CHIAPAS,5,0,15.5714285714286
11,Chiapas,5,3,Biblioteca,CHIAPAS,5,0,20.2857142857143
11,Chiapas,5,1,Colector principal,CHIAPAS,5,0,20.2857142857143
11,Chiapas,5,3,Biblioteca,CHIAPAS,5,0,20.2857142857143
12,Chiapas,5,1,Colector principal,CHIAPAS,5,0,13.7142857142857
13,Chiapas,5,1,Colector principal,CHIAPAS,5,0,14
15,Chiapas,5,1,Colector principal,CHIAPAS,5,0,21.8571428571429
16,Chiapas,5,1,Colector principal,CHIAPAS,5,0,14.5714285714286
16,Chiapas,5,1,Colector principal,CHIAPAS,5,0,14.5714285714286
16,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,197714,14.5714285714286
17,Chiapas,5,1,Colector principal,CHIAPAS,5,0,15.7142857142857
18,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,44960,15.4285714285714
18,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,15.4285714285714
19,Chiapas,5,1,Colector principal,CHIAPAS,5,0,14.7142857142857
19,Chiapas,5,1,Colector principal,CHIAPAS,5,0,14.7142857142857
20,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,13.5714285714286
20,Chiapas,5,1,Colector principal,CHIAPAS,5,0,13.5714285714286
20,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,88663,13.5714285714286
21,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,14.4285714285714
21,Chiapas,5,1,Colector principal,CHIAPAS,5,0,14.4285714285714
22,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,19
23,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,20.8571428571429
23,Chiapas,5,1,Colector principal,CHIAPAS,5,0,20.8571428571429
23,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,1996,20.8571428571429
24,Chiapas,5,1,Colector principal,CHIAPAS,5,0,27
24,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,27
25,Chiapas,5,1,Colector principal,CHIAPAS,5,0,34.7142857142857
26,Chiapas,5,1,Colector principal,CHIAPAS,5,0,37.8571428571429
26,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,37.8571428571429
27,Chiapas,5,1,Colector principal,CHIAPAS,5,0,40.2857142857143
27,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,40.2857142857143
28,Chiapas,5,1,Colector principal,CHIAPAS,5,0,46.8571428571429
29,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,85.1428571428571
29,Chiapas,5,1,Colector principal,CHIAPAS,5,0,85.1428571428571
30,Chiapas,5,1,Colector principal,CHIAPAS,5,0,126.571428571429
30,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,126.571428571429
31,Chiapas,5,1,Colector principal,CHIAPAS,5,0,156.714285714286
31,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,364960,156.714285714286
32,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,168
32,Chiapas,5,1,Colector principal,CHIAPAS,5,1467,168
33,Chiapas,5,1,Colector principal,CHIAPAS,5,3783,167.571428571429
33,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,167.571428571429
34,Chiapas,5,1,Colector principal,CHIAPAS,5,0,159.285714285714
34,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,159.285714285714
35,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,12846,125.142857142857
35,Chiapas,5,1,Colector principal,CHIAPAS,5,0,125.142857142857
36,Chiapas,5,1,Colector principal,CHIAPAS,5,0,103
36,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,103
36,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,1113,103
37,Chiapas,5,1,Colector principal,CHIAPAS,5,0,94.8571428571429
37,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,3846,94.8571428571429
38,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,74.4285714285714
38,Chiapas,5,1,Colector principal,CHIAPAS,5,0,74.4285714285714
39,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,71
39,Chiapas,5,1,Colector principal,CHIAPAS,5,0,71
40,Chiapas,5,1,Colector principal,CHIAPAS,5,0,52.5714285714286
40,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,52.5714285714286
41,Chiapas,5,1,Colector principal,CHIAPAS,5,0,33
41,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,13526,33
42,Chiapas,5,1,Colector principal,CHIAPAS,5,0,30.7142857142857
42,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,30.7142857142857
43,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,0,21.5714285714286
43,Chiapas,5,1,Colector principal,CHIAPAS,5,0,21.5714285714286
44,Chiapas,5,1,Colector principal,CHIAPAS,5,0,12.1428571428571
44,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,5,7071,12.1428571428571
